text,type,topic,subtopic,longitude,longitude (old),latitude,latitude (old),relevance
Employee Stakeholder,sub-subtopic,Solar Panel,Solar energy impact,-47.14836,-117.14836,-16.50636,33.49364,812400
Ste System,sub-subtopic,Solar Panel,Renewable energy Integration,-47.14781,-117.14781,-16.58969,33.41031,143266
Wind Technology,sub-subtopic,Solar Panel,Sustainability analysis ,-47.14642,-117.14642,-16.27165,33.72835,685761
United States,sub-subtopic,Solar Panel,Sustainable technologies ,-47.14587,-117.14587,-16.19859,33.80141,833068
Shi,sub-subtopic,Solar Panel,Solar energy impact,-47.14392,-117.14392,-17.0844,32.9156,843008
Study,sub-subtopic,Solar Panel,Solar energy impact,-47.13605,-117.13605,8.51688,58.51688,206035
Quantitative Data,sub-subtopic,Solar Panel,Solar energy impact,-47.13448,-117.13448,-15.92999,34.07001,292497
Sla Practitioners,sub-subtopic,Solar Panel,Solar energy impact,-47.11821,-117.11821,-2.32409,47.67591,512167
Type,sub-subtopic,Solar Panel,Sustainability analysis ,-47.11809,-117.11809,-16.16137,33.83863,124692
Social Performance,sub-subtopic,Solar Panel,Solar performance assessment,-47.11531,-117.11531,-17.04051,32.95949,965917
Performance Points,sub-subtopic,Solar Panel,Solar performance assessment,-47.11308,-117.11308,-17.41606,32.58394,352635
National Average,sub-subtopic,Solar Panel,Solar energy impact,-47.11253,-117.11253,-16.77469,33.22531,668269
Social Impact,sub-subtopic,Solar Panel,Solar energy impact,-47.1092,-117.1092,-15.79221,34.20779,182680
Sla Methodology,sub-subtopic,Solar Panel,Solar energy impact,-47.1092,-117.1092,-16.25692,33.74308,934516
Mediating Variable,sub-subtopic,Solar Panel,Energy Risk indicators ,-47.105,-117.105,-17.53722,32.46278,436580
Lca Studies,sub-subtopic,Solar Panel,Solar energy impact,-47.10393,-117.10393,-15.12335,34.87665,804701
Hahn,sub-subtopic,Solar Panel,Solar energy impact,-47.0992,-117.0992,-17.32189,32.67811,557229
Audit-Oriented Sla,sub-subtopic,Solar Panel,Solar urban sustainability ,-47.08642,-117.08642,-16.88079,33.11921,824443
Key Drivers,sub-subtopic,Solar Panel,Energy Risk indicators ,-47.08447,-117.08447,-16.29303,33.70697,869774
Social Issues,sub-subtopic,Solar Panel,Solar energy impact,-47.0842,-117.0842,-17.35995,32.64005,28076
Equation Modelling,sub-subtopic,Solar Panel,Energy Risk indicators ,-47.083,-117.083,-3.61258,46.38742,672113
Knowledge Gaps,sub-subtopic,Solar Panel,Solar energy impact,-47.07975,-117.07975,-2.29012,47.70988,883910
Abdelkader,sub-subtopic,Solar Panel,Solar Energy Optimization,-47.07642,-117.07642,-16.26192,33.73808,423258
Findings Generated,sub-subtopic,Solar Panel,Energy Risk indicators ,-47.07573,-117.07573,-3.08983,46.91017,517638
Chain Actor,sub-subtopic,Solar Panel,Solar energy impact,-47.06583,-117.06583,-17.5625,32.4375,531491
Supply Chain,sub-subtopic,Solar Panel,Solar energy impact,-47.06395,-117.06395,-3.59713,46.40287,641724
Negative Social,sub-subtopic,Solar Panel,Solar energy impact,-47.06198,-117.06198,-15.9961,34.0039,980918
Neutral Criteria,sub-subtopic,Solar Panel,Solar performance assessment,-47.05615,-117.05615,-15.13029,34.86971,641388
Social Issues,sub-subtopic,Solar Panel,Solar energy impact,-47.04821,-117.04821,-3.66067,46.33933,656665
Sla Practitioners,sub-subtopic,Solar Panel,Solar energy impact,-47.04645,-117.04645,-17.63956,32.36044,838400
Social Issues,sub-subtopic,Solar Panel,Solar energy impact,-47.04557,-117.04557,-3.58371,46.41629,579644
Sla Scope,sub-subtopic,Solar Panel,Solar energy impact,-47.04326,-117.04326,-1.82037,48.17963,1368
Energy Sector,sub-subtopic,Solar Panel,Energy assessments,-47.04309,-117.04309,-15.96637,34.03363,490031
Key Environmental,sub-subtopic,Solar Panel,Renewable Solutions Integration,-47.03694,-117.03694,-17.53417,32.46583,565751
Apply Energy,sub-subtopic,Solar Panel,Energy assessments,-47.03586,-117.03586,-17.03718,32.96282,331730
Thailand,sub-subtopic,Solar Panel,Energy assessments,-47.0342,-117.0342,-16.78163,33.21837,930599
Social Life,sub-subtopic,Solar Panel,Energy assessments,-47.03417,-117.03417,-17.5575,32.4425,98158
Impact Assessment,sub-subtopic,Solar Panel,Energy assessments,-47.03142,-117.03142,-17.25745,32.74255,302690
Action Plans,sub-subtopic,Solar Panel,Solar urban sustainability ,-47.03056,-117.03056,-17.59694,32.40306,962458
Seats Signatories,sub-subtopic,Solar Panel,Solar urban sustainability ,-47.03003,-117.03003,-17.34217,32.65783,888928
Italian Urban,sub-subtopic,Solar Panel,Renewable Solutions Integration,-47.02308,-117.02308,-17.23217,32.76783,767709
Italian Urban,sub-subtopic,Solar Panel,Energy assessments,-47.02282,-117.02282,-15.10141,34.89859,312089
National Governments,sub-subtopic,Solar Panel,Renewable Solutions Integration,-47.01766,-117.01766,-3.58345,46.41655,148584
Covenant,sub-subtopic,Solar Panel,Solar urban sustainability ,-47.01056,-117.01056,-17.65611,32.34389,140335
Reduction Goals,sub-subtopic,Solar Panel,Renewable Solutions Integration,-47.00371,-117.00371,-17.4973,32.5027,100535
Solar Collectors,sub-subtopic,Solar Panel,Solar systems economics ,-47.00103,-117.00103,-17.55381,32.44619,493112
Rooftop Installations,sub-subtopic,Solar Panel,Energy efficiency meaasures,-47.00017,-117.00017,-3.26761,46.73239,786528
Solar Radiation,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-46.99892,-116.99892,-17.25523,32.74477,733965
Emissions,sub-subtopic,Solar Panel,Solar systems economics ,-46.99725,-116.99725,-17.29189,32.70811,256104
Solar Thermal,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-46.99488,-116.99488,-6.12317,43.87683,939999
Installations,sub-subtopic,Solar Panel,Solar innovation solutions ,-46.97725,-116.97725,-16.07054,33.92946,702097
Urban Context,sub-subtopic,Solar Panel,Solar systems economics ,-46.97725,-116.97725,-16.02748,33.97252,137159
Baseline Emission,sub-subtopic,Solar Panel,Solar urban sustainability ,-46.97543,-116.97543,-3.61956,46.38044,992355
Reduction Target,sub-subtopic,Solar Panel,Renewable Solutions Integration,-46.97392,-116.97392,-17.16162,32.83838,632938
Urban Policies,sub-subtopic,Solar Panel,Renewable Solutions Integration,-46.97307,-116.97307,-16.25239,33.74761,429965
Relevant Res,sub-subtopic,Solar Panel,Solar forecasting solutions ,-46.97167,-116.97167,-17.57611,32.42389,970507
Local Energy,sub-subtopic,Solar Panel,Solar forecasting solutions ,-46.96933,-116.96933,-5.749,44.251,182692
Energy Intervention,sub-subtopic,Solar Panel,Energy efficiency meaasures,-46.9689,-116.9689,1.29995,51.29995,863206
Sustainable Measure,sub-subtopic,Solar Panel,Solar forecasting solutions ,-46.96877,-116.96877,-17.23603,32.76397,654493
Key Parameter,sub-subtopic,Solar Panel,Sustainable technologies ,-46.96781,-116.96781,-15.55611,34.44389,192953
Rome Sea,sub-subtopic,Solar Panel,Solar systems economics ,-46.96294,-116.96294,-5.97345,44.02655,522031
Climatic Conditions,sub-subtopic,Solar Panel,Energy efficiency meaasures,-46.96253,-116.96253,-17.20523,32.79477,522888
Naples Sea,sub-subtopic,Solar Panel,Solar systems economics ,-46.95864,-116.95864,-16.21609,33.78391,335753
District Heating,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-46.955,-116.955,-17.6075,32.3925,109119
Naples Sea,sub-subtopic,Solar Panel,Solar systems economics ,-46.95392,-116.95392,-16.90829,33.09171,715853
Italian Cities,sub-subtopic,Solar Panel,Solar systems economics ,-46.95361,-116.95361,-17.56833,32.43167,860405
Projections,sub-subtopic,Solar Panel,Solar systems economics ,-46.95159,-116.95159,-2.28204,47.71796,621323
Main Topic,sub-subtopic,Solar Panel,Energy assessments,-46.94669,-116.94669,-17.12023,32.87977,675921
Research Paper,sub-subtopic,Solar Panel,Energy assessments,-46.94361,-116.94361,-17.59111,32.40889,12499
Traditional Building,sub-subtopic,Solar Panel,Sustainable technologies ,-46.94321,-116.94321,-6.21484,43.78516,29991
Urban Microclimate,sub-subtopic,Solar Panel,Sustainable technologies ,-46.94111,-116.94111,-17.57722,32.42278,319612
Energy Propaedia,sub-subtopic,Solar Panel,Energy assessments,-46.93891,-116.93891,-16.25998,33.74002,202355
Power Systems,sub-subtopic,Solar Panel,Solar urban sustainability ,-46.93642,-116.93642,-17.19245,32.80755,327416
Paper Written,sub-subtopic,Solar Panel,Energy assessments,-46.9353,-116.9353,-17.25273,32.74727,136816
Barbell,sub-subtopic,Solar Panel,Energy assessments,-46.93427,-116.93427,-9.35787,40.64213,231955
Solutions Addressing,sub-subtopic,Solar Panel,Renewable Solutions Integration,-46.93377,-116.93377,-5.92178,44.07822,243142
Projected Power,sub-subtopic,Solar Panel,Renewable energy integration,-46.93376,-116.93376,-6.38234,43.61766,716228
Eva,sub-subtopic,Solar Panel,Solar Materials ,-46.93336,-116.93336,-17.16884,32.83116,735680
Typical Module,sub-subtopic,Solar Panel,Solar systems economics ,-46.92225,-116.92225,-17.14273,32.85727,512452
Easily Recyclable,sub-subtopic,Solar Panel,Solar Materials ,-46.91655,-116.91655,-5.99234,44.00766,310277
Physical Damage,sub-subtopic,Solar Panel,Renewable Solutions Integration,-46.9139,-116.9139,-17.77774,32.22226,627899
Solar Panel,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-46.91182,-116.91182,-6.32345,43.67655,247198
Annual Degradation,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-46.91157,-116.91157,-1.81903,48.18097,829685
Rhode Island,sub-subtopic,Solar Panel,Renewable energy insights,-46.91142,-116.91142,-15.7561,34.2439,794478
Purchase Price,sub-subtopic,Solar Panel,Sustainable technologies ,-46.90475,-116.90475,-17.19689,32.80311,317106
Vary Significantly,sub-subtopic,Solar Panel,Solar technology adoption ,-46.89659,-116.89659,-2.1876,47.8124,46887
Initial Investment,sub-subtopic,Solar Panel,Solar systems economics ,-46.89336,-116.89336,-16.2522,33.7478,547867
Revenue Stream,sub-subtopic,Solar Panel,Solar panel perception,-46.88851,-116.88851,-2.66482,47.33518,644814
Government Subsidies,sub-subtopic,Solar Panel,Solar panel perception,-46.87641,-116.87641,-16.07443,33.92557,988735
Payback Period,sub-subtopic,Solar Panel,Solar panel perception,-46.87613,-116.87613,-17.283,32.717,789888
Npv,sub-subtopic,Solar Panel,Solar panel perception,-46.86917,-116.86917,-17.89917,32.10083,685796
Npv,sub-subtopic,Solar Panel,Solar energy efficiency ,-46.86853,-116.86853,-2.03371,47.96629,776132
Profitably Replaced,sub-subtopic,Solar Panel,Solar energy efficiency ,-46.86808,-116.86808,-17.19273,32.80727,18739
Early Loss,sub-subtopic,Solar Panel,Renewable energy Integration,-46.86808,-116.86808,-16.95829,33.04171,52807
Material Recovery,sub-subtopic,Solar Panel,Solar panel perception,-46.86502,-116.86502,-16.55719,33.44281,361376
Potentially Limit,sub-subtopic,Solar Panel,Renewable energy transition ,-46.84503,-116.84503,-15.73888,34.26112,987909
Potential Long-Term,sub-subtopic,Solar Panel,Renewable Solutions Integration,-46.83002,-116.83002,-17.17967,32.82033,654843
Cheaper Manufacture,sub-subtopic,Solar Panel,Energy efficiency meaasures,-46.82667,-116.82667,-17.5125,32.4875,214812
Panel Degradation,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-46.82222,-116.82222,-17.50611,32.49389,411371
Europe,sub-subtopic,Solar Panel,Solar Materials ,-46.81904,-116.81904,-6.03011,43.96989,654084
Original Publication,sub-subtopic,Solar Panel,Energy assessments,-46.8132,-116.8132,-6.45456,43.54544,494065
Life Cycle,sub-subtopic,Solar Panel,Energy efficiency meaasures,-46.80487,-116.80487,-3.59511,46.40489,118236
Electricity Rates,sub-subtopic,Solar Panel,Solar forecasting solutions ,-46.80278,-116.80278,-17.52694,32.47306,713955
Southern Spain,sub-subtopic,Solar Panel,Energy efficiency meaasures,-46.80238,-116.80238,4.40007,54.40007,637336
Energy Consumption,sub-subtopic,Solar Panel,Sustainability analysis ,-46.80167,-116.80167,-17.51694,32.48306,371845
End-Use Energy,sub-subtopic,Solar Panel,Energy efficiency meaasures,-46.79194,-116.79194,-17.4925,32.5075,838477
Beverage Sector,sub-subtopic,Solar Panel,Renewable energy insights,-46.78917,-116.78917,-17.52444,32.47556,307996
Main Features,sub-subtopic,Solar Panel,Energy efficiency meaasures,-46.78724,-116.78724,-16.08248,33.91752,182941
Main Reason,sub-subtopic,Solar Panel,Energy efficiency meaasures,-46.78658,-116.78658,-2.23398,47.76602,823906
Microbreweries,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-46.78364,-116.78364,-16.99329,33.00671,27151
Energy Efficiency,sub-subtopic,Solar Panel,Renewable energy insights,-46.78047,-116.78047,-2.32232,47.67768,368829
Brewing Process,sub-subtopic,Solar Panel,Energy efficiency meaasures,-46.77019,-116.77019,-2.27037,47.72963,10182
Solar Thermal,sub-subtopic,Solar Panel,Energy efficiency meaasures,-46.76641,-116.76641,-17.16495,32.83505,787239
Thermal Energy,sub-subtopic,Solar Panel,Energy efficiency meaasures,-46.75923,-116.75923,-13.09144,36.90856,118239
Small Breweries,sub-subtopic,Solar Panel,Energy efficiency meaasures,-46.73833,-116.73833,-17.4925,32.5075,985907
Cider Makers,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-46.72587,-116.72587,-16.25571,33.74429,919839
Solar Thermal,sub-subtopic,Solar Panel,Energy efficiency meaasures,-46.71891,-116.71891,-16.25998,33.74002,651165
Greater Deployment,sub-subtopic,Solar Panel,Energy efficiency meaasures,-46.69256,-116.69256,-18.10671,31.89329,648607
Study Present,sub-subtopic,Solar Panel,Sustainability analysis ,-46.68736,-116.68736,-6.33706,43.66294,342672
Objectives,sub-subtopic,Solar Panel,Solar energy dynamics ,-46.68475,-116.68475,-14.73725,35.26275,145324
Destraperlo Brewery,sub-subtopic,Solar Panel,Renewable energy insights,-46.67363,-116.67363,-16.44497,33.55503,759306
Total Production,sub-subtopic,Solar Panel,Renewable energy insights,-46.65139,-116.65139,-17.45722,32.54278,431543
Energy Audit,sub-subtopic,Solar Panel,Sustainability analysis ,-46.63611,-116.63611,-17.45806,32.54194,471194
Control Device,sub-subtopic,Solar Panel,Renewable energy Integration,-46.62509,-116.62509,-17.43283,32.56717,785705
Cooling Capacity,sub-subtopic,Solar Panel,Renewable energy integration,-46.62473,-116.62473,-17.92394,32.07606,233996
Capacity Correction,sub-subtopic,Solar Panel,Renewable energy integration,-46.62014,-116.62014,-6.29317,43.70683,257928
Eer,sub-subtopic,Solar Panel,Renewable energy insights,-46.61722,-116.61722,-17.45333,32.54667,968830
Eer,sub-subtopic,Solar Panel,Energy Risk indicators ,-46.61585,-116.61585,-17.14717,32.85283,428640
Simulation Tool,sub-subtopic,Solar Panel,Sustainability analysis ,-46.60196,-116.60196,-16.92134,33.07866,387550
Brewery Model,sub-subtopic,Solar Panel,Renewable energy Integration,-46.60071,-116.60071,-18.12851,31.87149,904003
Room Ach,sub-subtopic,Solar Panel,Solar performance assessment,-46.58833,-116.58833,-18.08389,31.91611,193567
Photovoltaic Generation,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-46.58085,-116.58085,-15.95305,34.04695,483188
Measure Temperatures,sub-subtopic,Solar Panel,Sustainability analysis ,-46.57184,-116.57184,-18.27901,31.72099,502839
Simulation Energy,sub-subtopic,Solar Panel,Renewable energy insights,-46.56863,-116.56863,-17.90128,32.09872,51807
Economic Feasibility,sub-subtopic,Solar Panel,Solar innovation solutions ,-46.56346,-116.56346,-6.45928,43.54072,58179
Levelled Cost,sub-subtopic,Solar Panel,Solar innovation solutions ,-46.56267,-116.56267,-2.68565,47.31435,668746
Renewable Energy,sub-subtopic,Solar Panel,Renewable Solutions Integration,-46.55325,-116.55325,-1.72341,48.27659,690736
Scenario,sub-subtopic,Solar Panel,Energy efficiency meaasures,-46.55234,-116.55234,-6.78178,43.21822,947685
Electric Storage,sub-subtopic,Solar Panel,Renewable energy Integration,-46.54778,-116.54778,-18.09861,31.90139,412
Assumed Lifespan,sub-subtopic,Solar Panel,Solar systems economics ,-46.54557,-116.54557,-16.09804,33.90196,251343
Tariff Vary,sub-subtopic,Solar Panel,Solar technology adoption ,-46.54529,-116.54529,-16.1697,33.8303,231520
Fixed Term,sub-subtopic,Solar Panel,Solar energy dynamics ,-46.54389,-116.54389,-18.11833,31.88167,60585
Purchased Electricity,sub-subtopic,Solar Panel,Renewable energy insights,-46.5338,-116.5338,-1.69452,48.30548,321921
Maximum Electricity,sub-subtopic,Solar Panel,Renewable energy insights,-46.52918,-116.52918,-17.17856,32.82144,256779
Lcc Found,sub-subtopic,Solar Panel,Sun-Synchronous Orbits,-46.525,-116.525,-17.435,32.565,334920
Reference Lcc,sub-subtopic,Solar Panel,Sun-Synchronous Orbits,-46.51139,-116.51139,-18.32889,31.67111,760962
Resulting Lcc,sub-subtopic,Solar Panel,Sun-Synchronous Orbits,-46.50353,-116.50353,-16.03827,33.96173,837930
Vary Widely,sub-subtopic,Solar Panel,Renewable energy insights,-46.50211,-116.50211,-0.90013,49.09987,453158
Fig.,sub-subtopic,Solar Panel,Solar systems economics ,-46.4993,-116.4993,-6.1265,43.8735,161928
Dpp,sub-subtopic,Solar Panel,Solar systems economics ,-46.49346,-116.49346,-6.30789,43.69211,283956
Scenario,sub-subtopic,Solar Panel,Sun-Synchronous Orbits,-46.4858,-116.4858,5.4334,55.4334,379991
Emission Intensity,sub-subtopic,Solar Panel,Renewable energy integration,-46.46891,-116.46891,-17.39355,32.60645,571833
Carbon Footprint,sub-subtopic,Solar Panel,Sustainability analysis ,-46.46529,-116.46529,-16.22026,33.77974,591556
Optimization Criteria,sub-subtopic,Solar Panel,Solar innovation solutions ,-46.44139,-116.44139,-16.07583,33.92417,770108
Main Challenges,sub-subtopic,Solar Panel,Renewable energy transition ,-46.4382,-116.4382,-5.27011,44.72989,500316
Distributed Generation,sub-subtopic,Solar Panel,Renewable energy transition ,-46.43559,-116.43559,3.58345,53.58345,445652
Limited Availability,sub-subtopic,Solar Panel,Solar Materials ,-46.43224,-116.43224,-15.88583,34.11417,610714
Alan Piano,sub-subtopic,Solar Panel,Solar urban sustainability ,-46.42012,-116.42012,-6.50817,43.49183,247614
Alan Piano,sub-subtopic,Solar Panel,Solar urban sustainability ,-46.41279,-116.41279,-16.26026,33.73974,638375
Chile Economy,sub-subtopic,Solar Panel,Sustainability analysis ,-46.39151,-116.39151,-6.38789,43.61211,491110
Plaza International,sub-subtopic,Solar Panel,Solar urban sustainability ,-46.39029,-116.39029,-16.17998,33.82002,5614
Case Study,sub-subtopic,Solar Panel,Sustainability analysis ,-46.37697,-116.37697,-16.27745,33.72255,558330
Katakana,sub-subtopic,Solar Panel,Solar technology adoption ,-46.37501,-116.37501,-16.74413,33.25587,725824
Solar Energy,sub-subtopic,Solar Panel,Solar urban sustainability ,-46.35401,-116.35401,-6.30456,43.69544,268860
Empirically-Based Models,sub-subtopic,Solar Panel,Solar forecasting solutions ,-46.35251,-116.35251,-16.10999,33.89001,823208
Solar Energy,sub-subtopic,Solar Panel,Solar technology adoption ,-46.34311,-116.34311,-16.28209,33.71791,958144
Distinct Groups,sub-subtopic,Solar Panel,Solar panel perception,-46.31631,-116.31631,-1.30867,48.69133,249955
Carbon Emissions,sub-subtopic,Solar Panel,Renewable Solutions Integration,-46.31307,-116.31307,-15.86527,34.13473,736802
Urban Areas,sub-subtopic,Solar Panel,Renewable Solutions Integration,-46.31001,-116.31001,-16.33664,33.66336,286852
Current Energy,sub-subtopic,Solar Panel,Renewable energy transition ,-46.28918,-116.28918,-16.2572,33.7428,560281
Repowered Initiative,sub-subtopic,Solar Panel,Renewable Solutions Integration,-46.26056,-116.26056,-18.08861,31.91139,888507
Common Instruments,sub-subtopic,Solar Panel,Renewable energy transition ,-46.25514,-116.25514,-3.52065,46.47935,543355
Solar Subsidies,sub-subtopic,Solar Panel,Renewable energy transition ,-46.25093,-116.25093,-6.27784,43.72216,833909
Energy Justice,sub-subtopic,Solar Panel,Solar technology adoption ,-46.25056,-116.25056,-17.51583,32.48417,617408
Societal Support,sub-subtopic,Solar Panel,Renewable energy transition ,-46.24662,-116.24662,-18.67482,31.32518,200097
Planned Behaviour,sub-subtopic,Solar Panel,Solar technology adoption ,-46.2407,-116.2407,-3.76511,46.23489,895582
Solar Energy,sub-subtopic,Solar Panel,Solar technology adoption ,-46.23817,-116.23817,-6.37789,43.62211,1058460
Built Environment,sub-subtopic,Solar Panel,Sustainable technologies ,-46.23739,-116.23739,-2.46119,47.53881,761102
Access Proposed,sub-subtopic,Solar Panel,Solar forecasting solutions ,-46.21806,-116.21806,-16.3722,33.6278,573931
Main Theories,sub-subtopic,Solar Panel,Solar technology adoption ,-46.21677,-116.21677,-16.2793,33.7207,524384
Perceived Ability,sub-subtopic,Solar Panel,Solar forecasting accuracy,-46.20345,-116.20345,-6.3865,43.6135,189269
Solar Energy,sub-subtopic,Solar Panel,Solar technology adoption ,-46.17389,-116.17389,-16.3197,33.6803,713163
Solar Energy,sub-subtopic,Solar Panel,Solar technology adoption ,-46.16444,-116.16444,-19.03944,30.96056,810123
Key Factors,sub-subtopic,Solar Panel,Solar technology adoption ,-46.15861,-116.15861,-19.03111,30.96889,588050
Main Reasons,sub-subtopic,Solar Panel,Solar technology adoption ,-46.15565,-116.15565,-19.02494,30.97506,329516
Main Barriers,sub-subtopic,Solar Panel,Renewable energy transition ,-46.13945,-116.13945,-16.3597,33.6403,170020
Important Factor,sub-subtopic,Solar Panel,Solar technology adoption ,-46.12237,-116.12237,-4.07345,45.92655,690845
Install Solar,sub-subtopic,Solar Panel,Energy efficiency meaasures,-46.11933,-116.11933,-2.46174,47.53826,386422
Significant Barrier,sub-subtopic,Solar Panel,Energy efficiency meaasures,-46.10397,-116.10397,-9.28619,40.71381,867765
Installing Solar,sub-subtopic,Solar Panel,Solar technology adoption ,-46.09889,-116.09889,-16.53414,33.46586,352088
Influence Behavioural,sub-subtopic,Solar Panel,Solar technology adoption ,-46.09874,-116.09874,-5.08899,44.91101,179801
Flow Diagram,sub-subtopic,Solar Panel,Solar technology adoption ,-46.0782,-116.0782,-16.42781,33.57219,590752
Suitable Case,sub-subtopic,Solar Panel,Solar technology adoption ,-46.06328,-116.06328,-19.15778,30.84222,190306
Providing Access,sub-subtopic,Solar Panel,Energy Risk indicators ,-46.05417,-116.05417,-15.86444,34.13556,715854
Average Number,sub-subtopic,Solar Panel,Solar systems economics ,-46.05397,-116.05397,-17.47604,32.52396,478505
Suitable Information,sub-subtopic,Solar Panel,Sustainable technologies ,-46.04639,-116.04639,12.8025,62.8025,168379
K-Means Clustering,sub-subtopic,Solar Panel,Solar Energy Optimization,-46.0418,-116.0418,-5.48372,44.51628,692850
Technical Rooftop,sub-subtopic,Solar Panel,Energy efficiency meaasures,-46.03972,-116.03972,-16.5958,33.4042,695112
Rooftop Solar,sub-subtopic,Solar Panel,Renewable energy integration,-46.03538,-116.03538,0.51666,50.51666,250624
Reflected Radiation,sub-subtopic,Solar Panel,Renewable energy insights,-46.02931,-116.02931,-3.77288,46.22712,195469
Fig.,sub-subtopic,Solar Panel,Energy efficiency meaasures,-46.00306,-116.00306,-19.25278,30.74722,50822
Average Solar,sub-subtopic,Solar Panel,Energy efficiency meaasures,-46.00306,-116.00306,-19.24583,30.75417,353008
Clustering Analysis,sub-subtopic,Solar Panel,Solar Energy Optimization,-46.00278,-116.00278,-19.29833,30.70167,530298
Solar Energy,sub-subtopic,Solar Panel,Energy efficiency meaasures,-45.99933,-115.99933,-2.49396,47.50604,718444
Group,sub-subtopic,Solar Panel,Energy efficiency meaasures,-45.99071,-115.99071,-19.26903,30.73097,59330
Solar Energy,sub-subtopic,Solar Panel,Energy efficiency meaasures,-45.98391,-115.98391,-13.79171,36.20829,464599
Residential Buildings,sub-subtopic,Solar Panel,Solar systems economics ,-45.9776,-115.9776,-0.32929,49.67071,155589
Bivariate Choropleth,sub-subtopic,Solar Panel,Solar forecasting accuracy,-45.97653,-115.97653,-19.32016,30.67984,792293
Access Score,sub-subtopic,Solar Panel,Energy efficiency meaasures,-45.96583,-115.96583,-19.37833,30.62167,389804
Adoption Rate,sub-subtopic,Solar Panel,Solar technology adoption ,-45.96061,-115.96061,-10.48729,39.51271,561500
Quartile Range,sub-subtopic,Solar Panel,Energy efficiency meaasures,-45.95611,-115.95611,-16.70135,33.29865,307061
Adoption Rates,sub-subtopic,Solar Panel,Energy efficiency meaasures,-45.94607,-115.94607,-19.42772,30.57228,620158
Dark-Coloured Areas,sub-subtopic,Solar Panel,Energy efficiency meaasures,-45.93278,-115.93278,-19.48417,30.51583,772872
Per-Unit Area,sub-subtopic,Solar Panel,Sustainable technologies ,-45.92794,-115.92794,-2.52591,47.47409,719583
Dark Grey,sub-subtopic,Solar Panel,Energy efficiency meaasures,-45.92617,-115.92617,-19.47185,30.52815,170965
Low Access,sub-subtopic,Solar Panel,Energy efficiency meaasures,-45.9225,-115.9225,-19.49333,30.50667,798186
Solar Potential,sub-subtopic,Solar Panel,Energy efficiency meaasures,-45.88722,-115.88722,-19.59278,30.40722,126080
Netherlands,sub-subtopic,Solar Panel,Solar technology adoption ,-45.83455,-115.83455,-6.1715,43.8285,667034
European Union,sub-subtopic,Solar Panel,Energy efficiency meaasures,-45.79993,-115.79993,10.81555,60.81555,978779
Residential Buildings,sub-subtopic,Solar Panel,Renewable energy insights,-45.76879,-115.76879,-0.50009,49.49991,857400
Total Technical,sub-subtopic,Solar Panel,Energy efficiency meaasures,-45.76312,-115.76312,-9.16758,40.83242,687874
Solar Energy,sub-subtopic,Solar Panel,Energy efficiency meaasures,-45.72448,-115.72448,-19.94016,30.05984,259153
Planned Behaviour,sub-subtopic,Solar Panel,Solar technology adoption ,-45.6912,-115.6912,-6.86705,43.13295,849375
Leverage Points,sub-subtopic,Solar Panel,Solar panel perception,-45.69111,-115.69111,-17.20689,32.79311,706436
Conceptual Framework,sub-subtopic,Solar Panel,Solar Energy Optimization,-45.68548,-115.68548,4.15015,54.15015,38023
Solar Energy,sub-subtopic,Solar Panel,Solar technology adoption ,-45.63223,-115.63223,-14.18308,35.81692,740238
Technical Solar,sub-subtopic,Solar Panel,Energy efficiency meaasures,-45.62138,-115.62138,-16.96273,33.03727,528656
Policy Leverage,sub-subtopic,Solar Panel,Solar panel perception,-45.5859,-115.5859,-9.27341,40.72659,345057
Broader Topic,sub-subtopic,Solar Panel,Solar technology adoption ,-45.58479,-115.58479,-17.41961,32.58039,388713
Sustained Period,sub-subtopic,Solar Panel,Energy efficiency meaasures,-45.57605,-115.57605,-17.3667,32.6333,362967
Transmitting Surplus,sub-subtopic,Solar Panel,Solar forecasting solutions ,-45.56982,-115.56982,1.17622,51.17622,788910
Dutch Authority,sub-subtopic,Solar Panel,Sustainable technologies ,-45.56944,-115.56944,-17.15245,32.84755,558830
Planned Behaviour,sub-subtopic,Solar Panel,Solar technology adoption ,-45.56305,-115.56305,-17.208,32.792,578214
Planned Behaviour,sub-subtopic,Solar Panel,Solar technology adoption ,-45.556,-115.556,-1.61171,48.38829,500768
Solar Energy,sub-subtopic,Solar Panel,Solar technology adoption ,-45.54667,-115.54667,-17.37306,32.62694,815798
Solar Energy,sub-subtopic,Solar Panel,Renewable energy transition ,-45.53027,-115.53027,-17.02134,32.97866,415413
Shared Definition,sub-subtopic,Solar Panel,Solar technology adoption ,-45.52972,-115.52972,-17.26911,32.73089,136307
Factors Influencing,sub-subtopic,Solar Panel,Solar technology adoption ,-45.51888,-115.51888,-16.75996,33.24004,85836
United States,sub-subtopic,Solar Panel,Sustainable technologies ,-45.51415,-115.51415,-16.8744,33.1256,621739
