text,type,topic,subtopic,longitude,latitude,relevance
United States,sub-subtopic,Solar Panel,Sustainable technologies ,-117.14587,33.80141,833068
Shi,sub-subtopic,Solar Panel,Solar energy impact,-117.14392,32.9156,843008
study,sub-subtopic,Solar Panel,Solar energy impact,-117.13605,58.51688,206035
quantitative data,sub-subtopic,Solar Panel,Solar energy impact,-117.13448,34.07001,292497
SLA practitioners,sub-subtopic,Solar Panel,Solar energy impact,-117.11821,47.67591,512167
Type,sub-subtopic,Solar Panel,Sustainability analysis ,-117.11809,33.83863,124692
Social Performance,sub-subtopic,Solar Panel,Solar performance assessment,-117.11531,32.95949,965917
performance points,sub-subtopic,Solar Panel,Solar performance assessment,-117.11308,32.58394,352635
national average,sub-subtopic,Solar Panel,Solar energy impact,-117.11253,33.22531,668269
social impact,sub-subtopic,Solar Panel,Solar energy impact,-117.1092,34.20779,182680
SLA methodology,sub-subtopic,Solar Panel,Solar energy impact,-117.1092,33.74308,934516
mediating variable,sub-subtopic,Solar Panel,Energy Risk indicators ,-117.105,32.46278,436580
LCA studies,sub-subtopic,Solar Panel,Solar energy impact,-117.10393,34.87665,804701
Hahn,sub-subtopic,Solar Panel,Solar energy impact,-117.0992,32.67811,557229
audit-oriented SLA,sub-subtopic,Solar Panel,Solar urban sustainability ,-117.08642,33.11921,824443
key drivers,sub-subtopic,Solar Panel,Energy Risk indicators ,-117.08447,33.70697,869774
social issues,sub-subtopic,Solar Panel,Solar energy impact,-117.0842,32.64005,28076
Equation Modelling,sub-subtopic,Solar Panel,Energy Risk indicators ,-117.083,46.38742,672113
knowledge gaps,sub-subtopic,Solar Panel,Solar energy impact,-117.07975,47.70988,883910
Abdelkader,sub-subtopic,Solar Panel,Solar Energy Optimization,-117.07642,33.73808,423258
findings generated,sub-subtopic,Solar Panel,Energy Risk indicators ,-117.07573,46.91017,517638
chain actor,sub-subtopic,Solar Panel,Solar energy impact,-117.06583,32.4375,531491
supply chain,sub-subtopic,Solar Panel,Solar energy impact,-117.06395,46.40287,641724
negative social,sub-subtopic,Solar Panel,Solar energy impact,-117.06198,34.0039,980918
neutral criteria,sub-subtopic,Solar Panel,Solar performance assessment,-117.05615,34.86971,641388
social issues,sub-subtopic,Solar Panel,Solar energy impact,-117.04821,46.33933,656665
SLA practitioners,sub-subtopic,Solar Panel,Solar energy impact,-117.04645,32.36044,838400
social issues,sub-subtopic,Solar Panel,Solar energy impact,-117.04557,46.41629,579644
SLA scope,sub-subtopic,Solar Panel,Solar energy impact,-117.04326,48.17963,1368
Energy Sector,sub-subtopic,Solar Panel,Energy assessments,-117.04309,34.03363,490031
key environmental,sub-subtopic,Solar Panel,Renewable Solutions Integration,-117.03694,32.46583,565751
Apply Energy,sub-subtopic,Solar Panel,Energy assessments,-117.03586,32.96282,331730
Thailand,sub-subtopic,Solar Panel,Energy assessments,-117.0342,33.21837,930599
social life,sub-subtopic,Solar Panel,Energy assessments,-117.03417,32.4425,98158
Impact assessment,sub-subtopic,Solar Panel,Energy assessments,-117.03142,32.74255,302690
Action Plans,sub-subtopic,Solar Panel,Solar urban sustainability ,-117.03056,32.40306,962458
Seats signatories,sub-subtopic,Solar Panel,Solar urban sustainability ,-117.03003,32.65783,888928
Italian urban,sub-subtopic,Solar Panel,Renewable Solutions Integration,-117.02308,32.76783,767709
Italian urban,sub-subtopic,Solar Panel,Energy assessments,-117.02282,34.89859,312089
National Governments,sub-subtopic,Solar Panel,Renewable Solutions Integration,-117.01766,46.41655,148584
Covenant,sub-subtopic,Solar Panel,Solar urban sustainability ,-117.01056,32.34389,140335
reduction goals,sub-subtopic,Solar Panel,Renewable Solutions Integration,-117.00371,32.5027,100535
solar collectors,sub-subtopic,Solar Panel,Solar systems economics ,-117.00103,32.44619,493112
rooftop installations,sub-subtopic,Solar Panel,Energy efficiency meaasures,-117.00017,46.73239,786528
solar radiation,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-116.99892,32.74477,733965
emissions,sub-subtopic,Solar Panel,Solar systems economics ,-116.99725,32.70811,256104
solar thermal,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-116.99488,43.87683,939999
installations,sub-subtopic,Solar Panel,Solar innovation solutions ,-116.97725,33.92946,702097
urban context,sub-subtopic,Solar Panel,Solar systems economics ,-116.97725,33.97252,137159
Baseline Emission,sub-subtopic,Solar Panel,Solar urban sustainability ,-116.97543,46.38044,992355
reduction target,sub-subtopic,Solar Panel,Renewable Solutions Integration,-116.97392,32.83838,632938
urban policies,sub-subtopic,Solar Panel,Renewable Solutions Integration,-116.97307,33.74761,429965
relevant RES,sub-subtopic,Solar Panel,Solar forecasting solutions ,-116.97167,32.42389,970507
local energy,sub-subtopic,Solar Panel,Solar forecasting solutions ,-116.96933,44.251,182692
energy intervention,sub-subtopic,Solar Panel,Energy efficiency meaasures,-116.9689,51.29995,863206
sustainable measure,sub-subtopic,Solar Panel,Solar forecasting solutions ,-116.96877,32.76397,654493
key parameter,sub-subtopic,Solar Panel,Sustainable technologies ,-116.96781,34.44389,192953
Rome SEA,sub-subtopic,Solar Panel,Solar systems economics ,-116.96294,44.02655,522031
climatic conditions,sub-subtopic,Solar Panel,Energy efficiency meaasures,-116.96253,32.79477,522888
Naples SEA,sub-subtopic,Solar Panel,Solar systems economics ,-116.95864,33.78391,335753
district heating,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-116.955,32.3925,109119
Naples SEA,sub-subtopic,Solar Panel,Solar systems economics ,-116.95392,33.09171,715853
Italian cities,sub-subtopic,Solar Panel,Solar systems economics ,-116.95361,32.43167,860405
projections,sub-subtopic,Solar Panel,Solar systems economics ,-116.95159,47.71796,621323
main topic,sub-subtopic,Solar Panel,Energy assessments,-116.94669,32.87977,675921
research paper,sub-subtopic,Solar Panel,Energy assessments,-116.94361,32.40889,12499
traditional building,sub-subtopic,Solar Panel,Sustainable technologies ,-116.94321,43.78516,29991
urban microclimate,sub-subtopic,Solar Panel,Sustainable technologies ,-116.94111,32.42278,319612
Energy Propaedia,sub-subtopic,Solar Panel,Energy assessments,-116.93891,33.74002,202355
Power Systems,sub-subtopic,Solar Panel,Solar urban sustainability ,-116.93642,32.80755,327416
paper written,sub-subtopic,Solar Panel,Energy assessments,-116.9353,32.74727,136816
Barbell,sub-subtopic,Solar Panel,Energy assessments,-116.93427,40.64213,231955
solutions addressing,sub-subtopic,Solar Panel,Renewable Solutions Integration,-116.93377,44.07822,243142
projected power,sub-subtopic,Solar Panel,Renewable energy integration,-116.93376,43.61766,716228
EVA,sub-subtopic,Solar Panel,Solar Materials ,-116.93336,32.83116,735680
typical module,sub-subtopic,Solar Panel,Solar systems economics ,-116.92225,32.85727,512452
easily recyclable,sub-subtopic,Solar Panel,Solar Materials ,-116.91655,44.00766,310277
physical damage,sub-subtopic,Solar Panel,Renewable Solutions Integration,-116.9139,32.22226,627899
solar panel,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-116.91182,43.67655,247198
annual degradation,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-116.91157,48.18097,829685
Rhode Island,sub-subtopic,Solar Panel,Renewable energy insights,-116.91142,34.2439,794478
purchase price,sub-subtopic,Solar Panel,Sustainable technologies ,-116.90475,32.80311,317106
vary significantly,sub-subtopic,Solar Panel,Solar technology adoption ,-116.89659,47.8124,46887
initial investment,sub-subtopic,Solar Panel,Solar systems economics ,-116.89336,33.7478,547867
revenue stream,sub-subtopic,Solar Panel,Solar panel perception,-116.88851,47.33518,644814
government subsidies,sub-subtopic,Solar Panel,Solar panel perception,-116.87641,33.92557,988735
payback period,sub-subtopic,Solar Panel,Solar panel perception,-116.87613,32.717,789888
NPV,sub-subtopic,Solar Panel,Solar panel perception,-116.86917,32.10083,685796
NPV,sub-subtopic,Solar Panel,Solar energy efficiency ,-116.86853,47.96629,776132
profitably replaced,sub-subtopic,Solar Panel,Solar energy efficiency ,-116.86808,32.80727,18739
early loss,sub-subtopic,Solar Panel,Renewable energy Integration,-116.86808,33.04171,52807
material recovery,sub-subtopic,Solar Panel,Solar panel perception,-116.86502,33.44281,361376
potentially limit,sub-subtopic,Solar Panel,Renewable energy transition ,-116.84503,34.26112,987909
potential long-term,sub-subtopic,Solar Panel,Renewable Solutions Integration,-116.83002,32.82033,654843
cheaper manufacture,sub-subtopic,Solar Panel,Energy efficiency meaasures,-116.82667,32.4875,214812
panel degradation,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-116.82222,32.49389,411371
Europe,sub-subtopic,Solar Panel,Solar Materials ,-116.81904,43.96989,654084
original publication,sub-subtopic,Solar Panel,Energy assessments,-116.8132,43.54544,494065
life cycle,sub-subtopic,Solar Panel,Energy efficiency meaasures,-116.80487,46.40489,118236
electricity rates,sub-subtopic,Solar Panel,Solar forecasting solutions ,-116.80278,32.47306,713955
southern Spain,sub-subtopic,Solar Panel,Energy efficiency meaasures,-116.80238,54.40007,637336
energy consumption,sub-subtopic,Solar Panel,Sustainability analysis ,-116.80167,32.48306,371845
end-use energy,sub-subtopic,Solar Panel,Energy efficiency meaasures,-116.79194,32.5075,838477
beverage sector,sub-subtopic,Solar Panel,Renewable energy insights,-116.78917,32.47556,307996
main features,sub-subtopic,Solar Panel,Energy efficiency meaasures,-116.78724,33.91752,182941
main reason,sub-subtopic,Solar Panel,Energy efficiency meaasures,-116.78658,47.76602,823906
microbreweries,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-116.78364,33.00671,27151
energy efficiency,sub-subtopic,Solar Panel,Renewable energy insights,-116.78047,47.67768,368829
brewing process,sub-subtopic,Solar Panel,Energy efficiency meaasures,-116.77019,47.72963,10182
solar thermal,sub-subtopic,Solar Panel,Energy efficiency meaasures,-116.76641,32.83505,787239
thermal energy,sub-subtopic,Solar Panel,Energy efficiency meaasures,-116.75923,36.90856,118239
small breweries,sub-subtopic,Solar Panel,Energy efficiency meaasures,-116.73833,32.5075,985907
cider makers,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-116.72587,33.74429,919839
solar thermal,sub-subtopic,Solar Panel,Energy efficiency meaasures,-116.71891,33.74002,651165
greater deployment,sub-subtopic,Solar Panel,Energy efficiency meaasures,-116.69256,31.89329,648607
study present,sub-subtopic,Solar Panel,Sustainability analysis ,-116.68736,43.66294,342672
objectives,sub-subtopic,Solar Panel,Solar energy dynamics ,-116.68475,35.26275,145324
Destraperlo brewery,sub-subtopic,Solar Panel,Renewable energy insights,-116.67363,33.55503,759306
total production,sub-subtopic,Solar Panel,Renewable energy insights,-116.65139,32.54278,431543
energy audit,sub-subtopic,Solar Panel,Sustainability analysis ,-116.63611,32.54194,471194
control device,sub-subtopic,Solar Panel,Renewable energy Integration,-116.62509,32.56717,785705
cooling capacity,sub-subtopic,Solar Panel,Renewable energy integration,-116.62473,32.07606,233996
capacity correction,sub-subtopic,Solar Panel,Renewable energy integration,-116.62014,43.70683,257928
EER,sub-subtopic,Solar Panel,Renewable energy insights,-116.61722,32.54667,968830
EER,sub-subtopic,Solar Panel,Energy Risk indicators ,-116.61585,32.85283,428640
Simulation tool,sub-subtopic,Solar Panel,Sustainability analysis ,-116.60196,33.07866,387550
brewery model,sub-subtopic,Solar Panel,Renewable energy Integration,-116.60071,31.87149,904003
Room ACH,sub-subtopic,Solar Panel,Solar performance assessment,-116.58833,31.91611,193567
photovoltaic generation,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-116.58085,34.04695,483188
measure temperatures,sub-subtopic,Solar Panel,Sustainability analysis ,-116.57184,31.72099,502839
simulation energy,sub-subtopic,Solar Panel,Renewable energy insights,-116.56863,32.09872,51807
economic feasibility,sub-subtopic,Solar Panel,Solar innovation solutions ,-116.56346,43.54072,58179
Levelled Cost,sub-subtopic,Solar Panel,Solar innovation solutions ,-116.56267,47.31435,668746
renewable energy,sub-subtopic,Solar Panel,Renewable Solutions Integration,-116.55325,48.27659,690736
Scenario,sub-subtopic,Solar Panel,Energy efficiency meaasures,-116.55234,43.21822,947685
electric storage,sub-subtopic,Solar Panel,Renewable energy Integration,-116.54778,31.90139,412
assumed lifespan,sub-subtopic,Solar Panel,Solar systems economics ,-116.54557,33.90196,251343
tariff vary,sub-subtopic,Solar Panel,Solar technology adoption ,-116.54529,33.8303,231520
fixed term,sub-subtopic,Solar Panel,Solar energy dynamics ,-116.54389,31.88167,60585
purchased electricity,sub-subtopic,Solar Panel,Renewable energy insights,-116.5338,48.30548,321921
maximum electricity,sub-subtopic,Solar Panel,Renewable energy insights,-116.52918,32.82144,256779
LCC found,sub-subtopic,Solar Panel,Sun-Synchronous Orbits,-116.525,32.565,334920
reference LCC,sub-subtopic,Solar Panel,Sun-Synchronous Orbits,-116.51139,31.67111,760962
resulting LCC,sub-subtopic,Solar Panel,Sun-Synchronous Orbits,-116.50353,33.96173,837930
vary widely,sub-subtopic,Solar Panel,Renewable energy insights,-116.50211,49.09987,453158
Fig.,sub-subtopic,Solar Panel,Solar systems economics ,-116.4993,43.8735,161928
DPP,sub-subtopic,Solar Panel,Solar systems economics ,-116.49346,43.69211,283956
Scenario,sub-subtopic,Solar Panel,Sun-Synchronous Orbits,-116.4858,55.4334,379991
emission intensity,sub-subtopic,Solar Panel,Renewable energy integration,-116.46891,32.60645,571833
carbon footprint,sub-subtopic,Solar Panel,Sustainability analysis ,-116.46529,33.77974,591556
optimization criteria,sub-subtopic,Solar Panel,Solar innovation solutions ,-116.44139,33.92417,770108
main challenges,sub-subtopic,Solar Panel,Renewable energy transition ,-116.4382,44.72989,500316
distributed generation,sub-subtopic,Solar Panel,Renewable energy transition ,-116.43559,53.58345,445652
limited availability,sub-subtopic,Solar Panel,Solar Materials ,-116.43224,34.11417,610714
Alan Piano,sub-subtopic,Solar Panel,Solar urban sustainability ,-116.42012,43.49183,247614
Alan Piano,sub-subtopic,Solar Panel,Solar urban sustainability ,-116.41279,33.73974,638375
Chile economy,sub-subtopic,Solar Panel,Sustainability analysis ,-116.39151,43.61211,491110
plaza International,sub-subtopic,Solar Panel,Solar urban sustainability ,-116.39029,33.82002,5614
case study,sub-subtopic,Solar Panel,Sustainability analysis ,-116.37697,33.72255,558330
Katakana,sub-subtopic,Solar Panel,Solar technology adoption ,-116.37501,33.25587,725824
Solar Energy,sub-subtopic,Solar Panel,Solar urban sustainability ,-116.35401,43.69544,268860
empirically-based models,sub-subtopic,Solar Panel,Solar forecasting solutions ,-116.35251,33.89001,823208
solar energy,sub-subtopic,Solar Panel,Solar technology adoption ,-116.34311,33.71791,958144
distinct groups,sub-subtopic,Solar Panel,Solar panel perception,-116.31631,48.69133,249955
carbon emissions,sub-subtopic,Solar Panel,Renewable Solutions Integration,-116.31307,34.13473,736802
urban areas,sub-subtopic,Solar Panel,Renewable Solutions Integration,-116.31001,33.66336,286852
current energy,sub-subtopic,Solar Panel,Renewable energy transition ,-116.28918,33.7428,560281
Repowered initiative,sub-subtopic,Solar Panel,Renewable Solutions Integration,-116.26056,31.91139,888507
common instruments,sub-subtopic,Solar Panel,Renewable energy transition ,-116.25514,46.47935,543355
solar subsidies,sub-subtopic,Solar Panel,Renewable energy transition ,-116.25093,43.72216,833909
energy justice,sub-subtopic,Solar Panel,Solar technology adoption ,-116.25056,32.48417,617408
societal support,sub-subtopic,Solar Panel,Renewable energy transition ,-116.24662,31.32518,200097
Planned Behaviour,sub-subtopic,Solar Panel,Solar technology adoption ,-116.2407,46.23489,895582
solar energy,sub-subtopic,Solar Panel,Solar technology adoption ,-116.23817,43.62211,1058460
built environment,sub-subtopic,Solar Panel,Sustainable technologies ,-116.23739,47.53881,761102
access proposed,sub-subtopic,Solar Panel,Solar forecasting solutions ,-116.21806,33.6278,573931
main theories,sub-subtopic,Solar Panel,Solar technology adoption ,-116.21677,33.7207,524384
perceived ability,sub-subtopic,Solar Panel,Solar forecasting accuracy,-116.20345,43.6135,189269
solar energy,sub-subtopic,Solar Panel,Solar technology adoption ,-116.17389,33.6803,713163
solar energy,sub-subtopic,Solar Panel,Solar technology adoption ,-116.16444,30.96056,810123
key factors,sub-subtopic,Solar Panel,Solar technology adoption ,-116.15861,30.96889,588050
main reasons,sub-subtopic,Solar Panel,Solar technology adoption ,-116.15565,30.97506,329516
main barriers,sub-subtopic,Solar Panel,Renewable energy transition ,-116.13945,33.6403,170020
important factor,sub-subtopic,Solar Panel,Solar technology adoption ,-116.12237,45.92655,690845
install solar,sub-subtopic,Solar Panel,Energy efficiency meaasures,-116.11933,47.53826,386422
significant barrier,sub-subtopic,Solar Panel,Energy efficiency meaasures,-116.10397,40.71381,867765
installing solar,sub-subtopic,Solar Panel,Solar technology adoption ,-116.09889,33.46586,352088
influence behavioural,sub-subtopic,Solar Panel,Solar technology adoption ,-116.09874,44.91101,179801
flow diagram,sub-subtopic,Solar Panel,Solar technology adoption ,-116.0782,33.57219,590752
suitable case,sub-subtopic,Solar Panel,Solar technology adoption ,-116.06328,30.84222,190306
providing access,sub-subtopic,Solar Panel,Energy Risk indicators ,-116.05417,34.13556,715854
average number,sub-subtopic,Solar Panel,Solar systems economics ,-116.05397,32.52396,478505
suitable information,sub-subtopic,Solar Panel,Sustainable technologies ,-116.04639,62.8025,168379
k-means clustering,sub-subtopic,Solar Panel,Solar Energy Optimization,-116.0418,44.51628,692850
technical rooftop,sub-subtopic,Solar Panel,Energy efficiency meaasures,-116.03972,33.4042,695112
rooftop solar,sub-subtopic,Solar Panel,Renewable energy integration,-116.03538,50.51666,250624
reflected radiation,sub-subtopic,Solar Panel,Renewable energy insights,-116.02931,46.22712,195469
Fig.,sub-subtopic,Solar Panel,Energy efficiency meaasures,-116.00306,30.74722,50822
average solar,sub-subtopic,Solar Panel,Energy efficiency meaasures,-116.00306,30.75417,353008
clustering analysis,sub-subtopic,Solar Panel,Solar Energy Optimization,-116.00278,30.70167,530298
solar energy,sub-subtopic,Solar Panel,Energy efficiency meaasures,-115.99933,47.50604,718444
Group,sub-subtopic,Solar Panel,Energy efficiency meaasures,-115.99071,30.73097,59330
solar energy,sub-subtopic,Solar Panel,Energy efficiency meaasures,-115.98391,36.20829,464599
residential buildings,sub-subtopic,Solar Panel,Solar systems economics ,-115.9776,49.67071,155589
bivariate choropleth,sub-subtopic,Solar Panel,Solar forecasting accuracy,-115.97653,30.67984,792293
access score,sub-subtopic,Solar Panel,Energy efficiency meaasures,-115.96583,30.62167,389804
adoption rate,sub-subtopic,Solar Panel,Solar technology adoption ,-115.96061,39.51271,561500
quartile range,sub-subtopic,Solar Panel,Energy efficiency meaasures,-115.95611,33.29865,307061
adoption rates,sub-subtopic,Solar Panel,Energy efficiency meaasures,-115.94607,30.57228,620158
dark-coloured areas,sub-subtopic,Solar Panel,Energy efficiency meaasures,-115.93278,30.51583,772872
per-unit area,sub-subtopic,Solar Panel,Sustainable technologies ,-115.92794,47.47409,719583
dark grey,sub-subtopic,Solar Panel,Energy efficiency meaasures,-115.92617,30.52815,170965
low access,sub-subtopic,Solar Panel,Energy efficiency meaasures,-115.9225,30.50667,798186
solar potential,sub-subtopic,Solar Panel,Energy efficiency meaasures,-115.88722,30.40722,126080
Netherlands,sub-subtopic,Solar Panel,Solar technology adoption ,-115.83455,43.8285,667034
European Union,sub-subtopic,Solar Panel,Energy efficiency meaasures,-115.79993,60.81555,978779
residential buildings,sub-subtopic,Solar Panel,Renewable energy insights,-115.76879,49.49991,857400
total technical,sub-subtopic,Solar Panel,Energy efficiency meaasures,-115.76312,40.83242,687874
solar energy,sub-subtopic,Solar Panel,Energy efficiency meaasures,-115.72448,30.05984,259153
Planned Behaviour,sub-subtopic,Solar Panel,Solar technology adoption ,-115.6912,43.13295,849375
leverage points,sub-subtopic,Solar Panel,Solar panel perception,-115.69111,32.79311,706436
conceptual framework,sub-subtopic,Solar Panel,Solar Energy Optimization,-115.68548,54.15015,38023
solar energy,sub-subtopic,Solar Panel,Solar technology adoption ,-115.63223,35.81692,740238
technical solar,sub-subtopic,Solar Panel,Energy efficiency meaasures,-115.62138,33.03727,528656
policy leverage,sub-subtopic,Solar Panel,Solar panel perception,-115.5859,40.72659,345057
broader topic,sub-subtopic,Solar Panel,Solar technology adoption ,-115.58479,32.58039,388713
sustained period,sub-subtopic,Solar Panel,Energy efficiency meaasures,-115.57605,32.6333,362967
transmitting surplus,sub-subtopic,Solar Panel,Solar forecasting solutions ,-115.56982,51.17622,788910
Dutch Authority,sub-subtopic,Solar Panel,Sustainable technologies ,-115.56944,32.84755,558830
Planned Behaviour,sub-subtopic,Solar Panel,Solar technology adoption ,-115.56305,32.792,578214
Planned Behaviour,sub-subtopic,Solar Panel,Solar technology adoption ,-115.556,48.38829,500768
solar energy,sub-subtopic,Solar Panel,Solar technology adoption ,-115.54667,32.62694,815798
solar energy,sub-subtopic,Solar Panel,Renewable energy transition ,-115.53027,32.97866,415413
shared definition,sub-subtopic,Solar Panel,Solar technology adoption ,-115.52972,32.73089,136307
factors influencing,sub-subtopic,Solar Panel,Solar technology adoption ,-115.51888,33.24004,85836
United States,sub-subtopic,Solar Panel,Sustainable technologies ,-115.51415,33.1256,621739
adoption inequality,sub-subtopic,Solar Panel,Renewable energy transition ,-115.49888,32.67895,615991
report,sub-subtopic,Solar Panel,Solar urban sustainability ,-115.45446,32.62781,221655
Systems Programme,sub-subtopic,Solar Panel,Solar urban sustainability ,-115.40226,54.71681,614655
critical trends,sub-subtopic,Solar Panel,Renewable energy transition ,-115.38026,32.81116,935923
energy justice,sub-subtopic,Solar Panel,Solar technology adoption ,-115.3534,32.56654,845320
energy inequalities,sub-subtopic,Solar Panel,Energy assessments,-115.35206,51.08335,578249
research article,sub-subtopic,Solar Panel,Energy assessments,-115.33834,47.59489,65948
energy efficient,sub-subtopic,Solar Panel,Renewable energy transition ,-115.33151,32.61096,314760
perceived benefits,sub-subtopic,Solar Panel,Renewable energy transition ,-115.33001,36.11708,941363
planned behaviour,sub-subtopic,Solar Panel,Solar Energy Innovations,-115.31003,32.46512,127450
Paragraph,sub-subtopic,Solar Panel,Energy assessments,-115.3009,42.9549,433817
ACM note,sub-subtopic,Solar Panel,Sustainable technologies ,-115.27172,32.60034,46842
major drawbacks,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-115.27041,32.54734,50020
systems,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-115.25227,32.24865,966142
purpose,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-115.245,36.10803,746772
paper discuss,sub-subtopic,Solar Panel,Solar technology adoption ,-115.24194,36.02525,804989
advantages,sub-subtopic,Solar Panel,Energy efficiency meaasures,-115.23134,32.28749,768394
efficiency levels,sub-subtopic,Solar Panel,Energy efficiency meaasures,-115.19617,32.35497,464989
significant concerns,sub-subtopic,Solar Panel,Energy Risk indicators ,-115.18827,32.41103,882391
commonly defined,sub-subtopic,Solar Panel,Renewable energy insights,-115.16792,32.22756,298623
main components,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-115.16656,32.237,646452
main advantages,sub-subtopic,Solar Panel,Energy efficiency meaasures,-115.16446,37.36496,102047
MPPT controllers,sub-subtopic,Solar Panel,Renewable energy Integration,-115.14666,36.09719,286905
main types,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-115.14026,32.39593,252329
cooling systems,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-115.13823,32.31196,260517
systems compared,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-115.13722,36.17497,754004
floating technology,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-115.13547,53.95015,265173
solar,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-115.1248,32.4243,520560
main components,sub-subtopic,Solar Panel,Renewable energy Integration,-115.11889,36.12997,809152
typical voltage,sub-subtopic,Solar Panel,Solar technology adoption ,-115.1175,36.19886,762532
output current,sub-subtopic,Solar Panel,Renewable energy Integration,-115.10534,32.28924,450796
PowerPoint Tracking,sub-subtopic,Solar Panel,Solar innovation solutions ,-115.09649,67.82743,112055
main factors,sub-subtopic,Solar Panel,Solar energy efficiency ,-115.0938,32.60435,598473
output current,sub-subtopic,Solar Panel,Solar energy efficiency ,-115.08316,32.4305,701703
output voltage,sub-subtopic,Solar Panel,Solar energy efficiency ,-115.0825,32.46844,986095
optimal angle,sub-subtopic,Solar Panel,Renewable energy integration,-115.07306,36.21108,893641
single-axis tracker,sub-subtopic,Solar Panel,Solar innovation solutions ,-115.06871,49.49996,642394
Solar Trackers,sub-subtopic,Solar Panel,Energy Risk indicators ,-115.06583,32.35139,792555
active solar,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-115.06528,32.37333,370644
main problem,sub-subtopic,Solar Panel,Solar technology adoption ,-115.06382,32.50131,742605
ACTS based,sub-subtopic,Solar Panel,Solar technology adoption ,-115.06222,32.62444,89795
position algorithm,sub-subtopic,Solar Panel,Solar forecasting solutions ,-115.05721,36.24607,593289
closed-loop tracking,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-115.0535,48.87996,87053
control algorithm,sub-subtopic,Solar Panel,Solar technology adoption ,-115.0363,36.09831,383414
closed-loop tracking,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-115.03158,32.22023,746401
Lars positioned,sub-subtopic,Solar Panel,Renewable energy integration,-115.02076,32.60794,308241
sun sensor,sub-subtopic,Solar Panel,Renewable energy integration,-115.0025,32.19556,960098
hysteresis band,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-114.99933,32.19304,30896
tracking systems,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-114.99422,32.56852,253660
tracking systems,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-114.98544,53.21682,34599
Acts differ,sub-subtopic,Solar Panel,Solar technology adoption ,-114.98361,32.02444,705262
sun position,sub-subtopic,Solar Panel,Solar forecasting solutions ,-114.98333,32.56667,220511
closed-loop systems,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-114.98194,36.0397,663297
MATLAB environment,sub-subtopic,Solar Panel,Sustainable technologies ,-114.96449,41.11159,183066
IEC,sub-subtopic,Solar Panel,Solar Energy Optimization,-114.96167,32.16611,792168
solar tracking,sub-subtopic,Solar Panel,Solar technology adoption ,-114.92659,32.56187,258495
solar trackers,sub-subtopic,Solar Panel,Energy efficiency meaasures,-114.92278,32.51097,865151
solar trackers,sub-subtopic,Solar Panel,Energy efficiency meaasures,-114.9188,52.36683,188396
Carnally,sub-subtopic,Solar Panel,Sustainability analysis ,-114.8966,27.69056,307562
Glassful,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-114.89568,32.31956,466513
Taiwan,sub-subtopic,Solar Panel,Energy assessments,-114.8918,47.19159,57454
Side,sub-subtopic,Solar Panel,Sustainability analysis ,-114.88863,39.24744,941411
Fathead,sub-subtopic,Solar Panel,Sustainability analysis ,-114.8854,50.05007,416846
Adair,sub-subtopic,Solar Panel,Solar forecasting solutions ,-114.88532,49.73332,465754
main components,sub-subtopic,Solar Panel,Renewable energy Integration,-114.88291,47.46021,734780
dam reservoirs,sub-subtopic,Solar Panel,Sustainable technologies ,-114.86864,32.38312,641633
typical FPVS,sub-subtopic,Solar Panel,Renewable energy Integration,-114.83919,31.02468,580960
commercial FPVS,sub-subtopic,Solar Panel,Renewable energy Integration,-114.83249,35.97859,565725
recent years,sub-subtopic,Solar Panel,Sustainable technologies ,-114.79173,43.34657,535826
biggest FPV,sub-subtopic,Solar Panel,Renewable energy integration,-114.78218,32.487,116175
solar panels,sub-subtopic,Solar Panel,Solar energy efficiency ,-114.77863,39.40494,436073
air temperature,sub-subtopic,Solar Panel,Thermal efficiency,-114.77186,32.45612,389127
land,sub-subtopic,Solar Panel,Renewable energy integration,-114.76896,55.28344,594392
systems include,sub-subtopic,Solar Panel,Solar energy efficiency ,-114.75949,42.59907,610213
conventional,sub-subtopic,Solar Panel,Renewable energy integration,-114.73333,32.7,101050
